last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Senzel, Nick,669222,2021,62,45,.222,.300,-0.078,.278,.505,-0.227,.278,.384,-0.106
Haggerty, Sam,664059,2021,39,29,.270,.295,-0.025,.459,.589,-0.130,.332,.383,-0.051
VanMeter, Josh,642165,2021,39,21,.250,.246,0.004,.438,.501,-0.063,.363,.382,-0.019
O'Neill, Tyler,641933,2021,37,20,.171,.250,-0.079,.457,.681,-0.224,.287,.382,-0.095
Brantley, Michael,488726,2021,73,58,.333,.333,0.000,.594,.538,0.056,.411,.381,0.030
Story, Trevor,596115,2021,84,61,.299,.325,-0.026,.481,.643,-0.162,.343,.381,-0.038
Solak, Nick,669256,2021,92,56,.296,.293,0.003,.506,.530,-0.024,.387,.381,0.006
Luplow, Jordan,656669,2021,51,29,.233,.213,0.020,.651,.584,0.067,.419,.381,0.038
Perez, Salvador,521692,2021,87,58,.244,.274,-0.030,.476,.601,-0.125,.328,.379,-0.051
Taylor, Michael A.,572191,2021,72,50,.288,.301,-0.013,.394,.532,-0.138,.329,.378,-0.049
Betts, Mookie,605141,2021,74,52,.262,.299,-0.037,.443,.471,-0.028,.371,.378,-0.007
Albies, Ozzie,645277,2021,78,57,.164,.310,-0.146,.373,.517,-0.144,.275,.378,-0.103
Nimmo, Brandon,607043,2021,66,39,.370,.303,0.067,.500,.452,0.048,.431,.377,0.054
Posey, Buster,457763,2021,53,38,.277,.293,-0.016,.553,.609,-0.056,.392,.376,0.016
Haniger, Mitch,571745,2021,97,69,.292,.289,0.003,.562,.581,-0.019,.375,.375,0.000
Grandal, Yasmani,518735,2021,57,37,.130,.240,-0.110,.304,.536,-0.232,.274,.374,-0.100
Wong, Kolten,543939,2021,40,26,.281,.293,-0.012,.469,.401,0.068,.396,.373,0.023
Lowe, Nate,663993,2021,94,55,.256,.269,-0.013,.476,.509,-0.033,.361,.373,-0.012
Polanco, Gregory,570256,2021,70,42,.213,.260,-0.047,.393,.550,-0.157,.314,.373,-0.059
Canha, Mark,592192,2021,96,56,.260,.241,0.019,.442,.504,-0.062,.379,.372,0.007
Belt, Brandon,474832,2021,62,33,.216,.236,-0.020,.451,.526,-0.075,.343,.372,-0.029
Correa, Carlos,621043,2021,88,68,.284,.336,-0.052,.481,.539,-0.058,.349,.371,-0.022
García, Adolis,666969,2021,51,34,.265,.284,-0.019,.633,.648,-0.015,.390,.371,0.019
Díaz, Yandy,650490,2021,83,54,.242,.271,-0.029,.288,.415,-0.127,.326,.370,-0.044
Rendon, Anthony,543685,2021,37,25,.290,.303,-0.013,.387,.472,-0.085,.340,.369,-0.029
Rizzo, Anthony,519203,2021,86,60,.236,.280,-0.044,.486,.480,0.006,.360,.369,-0.009
Hernandez, Cesar,514917,2021,87,59,.197,.277,-0.080,.263,.489,-0.226,.262,.369,-0.107
Grisham, Trent,663757,2021,62,36,.291,.272,0.019,.527,.552,-0.025,.388,.367,0.021
Gomes, Yan,543228,2021,39,29,.222,.324,-0.102,.333,.529,-0.196,.264,.367,-0.103
Conforto, Michael,624424,2021,66,41,.214,.271,-0.057,.339,.469,-0.130,.308,.367,-0.059
Turner, Trea,607208,2021,78,54,.274,.315,-0.041,.479,.581,-0.102,.347,.366,-0.019
Seager, Kyle,572122,2021,93,64,.235,.273,-0.038,.435,.588,-0.153,.313,.366,-0.053
Pujols, Albert,405395,2021,63,50,.224,.296,-0.072,.431,.534,-0.103,.307,.365,-0.058
Soler, Jorge,624585,2021,77,40,.210,.240,-0.030,.387,.509,-0.122,.313,.365,-0.052
Urías, Luis,649966,2021,61,34,.167,.237,-0.070,.354,.453,-0.099,.308,.365,-0.057
Bregman, Alex,608324,2021,63,46,.316,.303,0.013,.491,.500,-0.009,.376,.364,0.012
Moustakas, Mike,519058,2021,47,32,.289,.262,0.027,.553,.468,0.085,.407,.361,0.046
Myers, Wil,571976,2021,80,51,.271,.247,0.024,.500,.519,-0.019,.374,.361,0.013
Laureano, Ramón,657656,2021,83,56,.227,.271,-0.044,.427,.526,-0.099,.318,.361,-0.043
Pham, Tommy,502054,2021,79,51,.169,.260,-0.091,.185,.452,-0.267,.242,.361,-0.119
Carpenter, Matt,572761,2021,48,23,.075,.239,-0.164,.150,.592,-0.442,.171,.361,-0.190
Contreras, Willson,575929,2021,79,43,.242,.250,-0.008,.530,.531,-0.001,.380,.360,0.020
Bote, David,623520,2021,60,41,.200,.302,-0.102,.360,.477,-0.117,.297,.360,-0.063
Tucker, Kyle,663656,2021,89,70,.181,.292,-0.111,.398,.564,-0.166,.252,.360,-0.108
Lowe, Brandon,664040,2021,85,48,.167,.221,-0.054,.333,.515,-0.182,.286,.358,-0.072
Robert, Luis,673357,2021,90,60,.305,.286,0.019,.463,.506,-0.043,.354,.357,-0.003
Bryant, Kris,592178,2021,83,54,.292,.261,0.031,.597,.504,0.093,.410,.357,0.053
Ramos, Wilson,467092,2021,78,56,.222,.281,-0.059,.514,.571,-0.057,.322,.356,-0.034
Evans, Phillip,595943,2021,84,55,.243,.289,-0.046,.432,.492,-0.060,.338,.355,-0.017
Escobar, Eduardo,500871,2021,93,67,.241,.251,-0.010,.542,.574,-0.032,.362,.355,0.007
Zunino, Mike,572287,2021,47,28,.190,.228,-0.038,.524,.606,-0.082,.341,.354,-0.013
Marmolejos, José,592530,2021,45,24,.184,.212,-0.028,.474,.494,-0.020,.340,.354,-0.014
Harrison, Josh,543281,2021,49,39,.318,.310,0.008,.432,.441,-0.009,.363,.353,0.010
Frazier, Adam,624428,2021,96,75,.310,.323,-0.013,.429,.411,0.018,.358,.353,0.005
Moncada, Yoán,660162,2021,85,49,.254,.266,-0.012,.366,.451,-0.085,.331,.352,-0.021
Hoskins, Rhys,656555,2021,88,54,.250,.247,0.003,.548,.588,-0.040,.353,.352,0.001
Odor, Rougned,596059,2021,44,34,.175,.269,-0.094,.400,.545,-0.145,.285,.352,-0.067
Stallings, Jacob,607732,2021,65,39,.222,.247,-0.025,.333,.416,-0.083,.315,.350,-0.035
Bogaerts, Xander,593428,2021,87,67,.366,.310,0.056,.573,.508,0.065,.417,.349,0.068
Aguilar, Jesús,542583,2021,80,59,.284,.262,0.022,.478,.467,0.011,.368,.349,0.019
DeJong, Paul,657557,2021,83,47,.183,.223,-0.040,.394,.505,-0.111,.310,.349,-0.039
Grossman, Robbie,543257,2021,87,47,.200,.264,-0.064,.314,.430,-0.116,.301,.348,-0.047
Urshela, Gio,570482,2021,73,50,.250,.276,-0.026,.441,.492,-0.051,.322,.347,-0.025
Carlson, Dylan,666185,2021,81,50,.309,.255,0.054,.559,.475,0.084,.409,.346,0.063
Moran, Colin,592567,2021,88,54,.266,.274,-0.008,.481,.470,0.011,.349,.344,0.005
Grichuk, Randal,545341,2021,80,55,.292,.266,0.026,.514,.541,-0.027,.370,.343,0.027
Merrifield, Whit,593160,2021,90,76,.284,.313,-0.029,.444,.478,-0.034,.324,.343,-0.019
McKinney, Billy,641856,2021,51,36,.240,.281,-0.041,.480,.523,-0.043,.312,.343,-0.031
McNeil, Jeff,643446,2021,54,44,.188,.264,-0.076,.292,.442,-0.150,.260,.343,-0.083
Baddoo, Akil,668731,2021,53,28,.260,.245,0.015,.660,.569,0.091,.387,.342,0.045
Gallo, Joey,608336,2021,90,36,.242,.214,0.028,.288,.302,-0.014,.352,.342,0.010
Williams, Justin,642211,2021,61,34,.189,.257,-0.068,.302,.484,-0.182,.253,.342,-0.089
LeMahieu, DJ,518934,2021,86,62,.260,.280,-0.020,.351,.425,-0.074,.309,.341,-0.032
Barnhart, Tucker,571466,2021,54,30,.313,.247,0.066,.521,.458,0.063,.394,.339,0.055
Vogelbach, Daniel,596129,2021,40,23,.229,.256,-0.027,.400,.429,-0.029,.322,.339,-0.017
Brosseau, Mike,670712,2021,50,30,.222,.242,-0.020,.422,.474,-0.052,.316,.339,-0.023
Mancini, Trey,641820,2021,87,59,.215,.257,-0.042,.418,.487,-0.069,.300,.338,-0.038
Hosmer, Eric,543333,2021,95,72,.299,.296,0.003,.460,.420,0.040,.358,.337,0.021
Upton, Justin,457708,2021,74,45,.242,.255,-0.013,.455,.499,-0.044,.331,.337,-0.006
Goldschmidt, Paul,502671,2021,88,61,.241,.280,-0.039,.349,.489,-0.140,.280,.337,-0.057
Farmer, Kyle,571657,2021,42,29,.139,.259,-0.120,.250,.420,-0.170,.242,.337,-0.095
McMahon, Ryan,641857,2021,83,61,.275,.262,0.013,.588,.515,0.073,.377,.336,0.041
Mazara, Nomar,608577,2021,40,31,.237,.256,-0.019,.395,.551,-0.156,.292,.336,-0.044
Sánchez, Gary,596142,2021,61,38,.196,.238,-0.042,.333,.397,-0.064,.304,.336,-0.032
Walsh, Jared,665120,2021,76,51,.299,.269,0.030,.537,.495,0.042,.393,.335,0.058
Holt, Brock,571788,2021,38,22,.233,.235,-0.002,.267,.316,-0.049,.319,.335,-0.016
Polanco, Jorge,593871,2021,84,63,.200,.280,-0.080,.240,.436,-0.196,.238,.335,-0.097
Piscotty, Stephen,572039,2021,52,32,.234,.262,-0.028,.426,.515,-0.089,.321,.334,-0.013
Stanton, Giancarlo,519317,2021,76,47,.186,.244,-0.058,.414,.516,-0.102,.283,.334,-0.051
Happ, Ian,664023,2021,82,41,.154,.210,-0.056,.200,.384,-0.184,.260,.334,-0.074
Nuñez, Dom,624513,2021,47,24,.233,.236,-0.003,.628,.513,0.115,.379,.333,0.046
Alvarez, Yordan,670541,2021,68,45,.279,.258,0.021,.492,.501,-0.009,.351,.332,0.019
Abreu, José,547989,2021,93,56,.225,.235,-0.010,.438,.478,-0.040,.324,.332,-0.008
Goodrum, Niko,592348,2021,60,31,.204,.235,-0.031,.352,.465,-0.113,.284,.332,-0.048
Blackmon, Charlie,453568,2021,69,48,.153,.258,-0.105,.271,.397,-0.126,.249,.331,-0.082
Stevenson, Andrew,664057,2021,45,29,.244,.310,-0.066,.366,.418,-0.052,.285,.330,-0.045
Daza, Yonathan,602074,2021,42,36,.325,.349,-0.024,.450,.507,-0.057,.328,.328,-0.000
McKinstry, Zach,656716,2021,58,41,.296,.268,0.028,.556,.482,0.074,.374,.328,0.046
Swanson, Dansby,621020,2021,83,49,.173,.239,-0.066,.293,.453,-0.160,.247,.328,-0.081
Murphy, Sean,669221,2021,57,30,.152,.200,-0.048,.283,.395,-0.112,.284,.328,-0.044
Yelich, Christian,592885,2021,37,18,.333,.228,0.105,.367,.362,0.005,.381,.326,0.055
Hicks, Aaron,543305,2021,73,45,.172,.231,-0.059,.328,.449,-0.121,.272,.326,-0.054
Rojas, Miguel,500743,2021,79,63,.279,.263,0.016,.382,.363,0.019,.342,.325,0.017
Vaughn, Andrew,683734,2021,45,25,.237,.237,0.000,.316,.381,-0.065,.310,.325,-0.015
Alfaro, Jorge,595751,2021,36,23,.229,.280,-0.051,.257,.467,-0.210,.226,.325,-0.099
Kiermaier, Kevin,595281,2021,38,26,.270,.297,-0.027,.297,.442,-0.145,.261,.324,-0.063
Edman, Tommy,669242,2021,94,78,.267,.282,-0.015,.384,.396,-0.012,.316,.324,-0.008
McCutchen, Andrew,457705,2021,80,48,.154,.235,-0.081,.231,.353,-0.122,.255,.324,-0.069
Ríos, Edwin,621458,2021,44,26,.108,.185,-0.077,.189,.432,-0.243,.218,.324,-0.106
Adames, Willy,642715,2021,71,46,.191,.232,-0.041,.353,.508,-0.155,.250,.321,-0.071
d'Arnaud, Travis,518595,2021,67,46,.190,.250,-0.060,.333,.494,-0.161,.241,.321,-0.080
Calhoun, Kole,594777,2021,48,32,.289,.232,0.057,.489,.485,0.004,.355,.320,0.035
González, Erik,570481,2021,67,54,.262,.291,-0.029,.385,.436,-0.051,.291,.320,-0.029
Eaton, Adam,594809,2021,85,59,.243,.256,-0.013,.446,.404,0.042,.341,.320,0.021
Kepler, Max,596146,2021,54,36,.234,.274,-0.040,.362,.406,-0.044,.291,.320,-0.029
Margot, Manuel,622534,2021,72,51,.231,.268,-0.037,.400,.440,-0.040,.300,.320,-0.020
Cabrera, Asdrúbal,452678,2021,78,53,.219,.231,-0.012,.375,.417,-0.042,.319,.320,-0.001
Bohm, Alec,664761,2021,85,56,.213,.264,-0.051,.320,.467,-0.147,.252,.320,-0.068
Lindor, Francisco,596019,2021,75,56,.210,.257,-0.047,.274,.375,-0.101,.274,.319,-0.045
Dickerson, Corey,572816,2021,74,55,.304,.285,0.019,.391,.396,-0.005,.328,.318,0.010
Gonzalez, Marwin,503556,2021,75,47,.217,.228,-0.011,.317,.334,-0.017,.315,.318,-0.003
Hernández, Enrique,571771,2021,95,69,.250,.244,0.006,.432,.491,-0.059,.313,.317,-0.004
Riley, Austin,663586,2021,72,42,.241,.229,0.012,.345,.390,-0.045,.326,.316,0.010
Mullins, Cedric,656775,2021,89,62,.346,.268,0.078,.481,.393,0.088,.384,.315,0.069
Solano, Donovan,456781,2021,54,40,.300,.272,0.028,.380,.429,-0.049,.312,.313,-0.001
Shaw, Travis,543768,2021,81,49,.216,.242,-0.026,.378,.416,-0.038,.293,.313,-0.020
Flores, Wilmer,527038,2021,53,42,.196,.253,-0.057,.326,.394,-0.068,.272,.313,-0.041
Dozier, Hunter,641531,2021,58,38,.130,.224,-0.094,.259,.489,-0.230,.201,.313,-0.112
Vázquez, Christian,543877,2021,75,60,.257,.275,-0.018,.386,.449,-0.063,.305,.312,-0.007
Robles, Victor,645302,2021,67,41,.214,.235,-0.021,.268,.335,-0.067,.289,.312,-0.023
Madrigal, Nick,663611,2021,72,64,.308,.296,0.012,.415,.356,0.059,.340,.311,0.029
Cronenworth, Jake,630105,2021,101,74,.253,.254,-0.001,.368,.391,-0.023,.305,.311,-0.006
Crawford, Brandon,543063,2021,69,48,.185,.238,-0.053,.354,.468,-0.114,.250,.311,-0.061
Wendle, Joey,621563,2021,75,57,.324,.278,0.046,.549,.461,0.088,.382,.310,0.072
Rosario, Eddie,592696,2021,80,59,.216,.236,-0.020,.351,.457,-0.106,.268,.310,-0.042
Tapia, Raimel,606132,2021,80,66,.306,.278,0.028,.458,.395,0.063,.357,.309,0.048
Peralta, David,444482,2021,87,67,.253,.253,0.000,.468,.409,0.059,.333,.309,0.024
Semien, Marcus,543760,2021,94,61,.214,.206,0.008,.393,.460,-0.067,.298,.309,-0.011
Stewart, DJ,621466,2021,46,28,.250,.211,0.039,.375,.385,-0.010,.324,.307,0.017
Anderson, Brian,605119,2021,65,45,.183,.224,-0.041,.283,.436,-0.153,.238,.307,-0.069
Báez, Javier,595879,2021,82,43,.234,.227,0.007,.494,.518,-0.024,.324,.305,0.019
Moreland, Mitch,519048,2021,54,34,.217,.238,-0.021,.348,.348,0.000,.297,.303,-0.006
Bell, Josh,605137,2021,48,28,.119,.225,-0.106,.238,.400,-0.162,.205,.303,-0.098
Locastro, Tim,641796,2021,58,40,.269,.258,0.011,.327,.351,-0.024,.306,.302,0.004
Arenado, Nolan,571448,2021,89,68,.253,.261,-0.008,.446,.492,-0.046,.321,.302,0.019
Heyward, Jason,518792,2021,71,49,.212,.232,-0.020,.379,.417,-0.038,.282,.302,-0.020
Bichette, Bo,666182,2021,91,59,.250,.238,0.012,.476,.466,0.010,.332,.301,0.031
Chapman, Matt,656305,2021,91,48,.158,.189,-0.031,.342,.395,-0.053,.274,.301,-0.027
Franco, Maikel,596748,2021,88,62,.253,.245,0.008,.430,.402,0.028,.333,.300,0.033
Santander, Anthony,623993,2021,62,42,.196,.270,-0.074,.321,.420,-0.099,.239,.298,-0.059
Candelario, Jeimer,600869,2021,91,60,.268,.237,0.031,.366,.358,0.008,.316,.297,0.019
Torres, Gleyber,650402,2021,85,58,.213,.232,-0.019,.240,.343,-0.103,.257,.297,-0.040
Rojas, Jose,670351,2021,38,22,.200,.222,-0.022,.343,.408,-0.065,.267,.297,-0.030
Schwarber, Kyle,656941,2021,54,34,.192,.246,-0.054,.308,.445,-0.137,.223,.296,-0.073
Ozuna, Marcell,542303,2021,89,50,.184,.209,-0.025,.224,.329,-0.105,.254,.296,-0.042
Segura, Jean,516416,2021,64,51,.333,.268,0.065,.450,.406,0.044,.345,.295,0.050
Kiner-Falefa, Isiah,643396,2021,98,76,.258,.279,-0.021,.366,.414,-0.048,.287,.295,-0.008
Cooper, Garrett,643265,2021,63,34,.182,.238,-0.056,.273,.353,-0.080,.260,.295,-0.035
Profar, Jurickson,595777,2021,89,62,.250,.253,-0.003,.319,.297,0.022,.299,.294,0.005
Suárez, Eugenio,553993,2021,91,44,.141,.178,-0.037,.308,.404,-0.096,.254,.294,-0.040
Rojas, Josh,668942,2021,56,32,.191,.195,-0.004,.298,.315,-0.017,.288,.293,-0.005
Kirk, Alejandro,672386,2021,36,26,.188,.231,-0.043,.313,.341,-0.028,.268,.293,-0.025
Hiura, Keston,669374,2021,72,37,.145,.207,-0.062,.242,.361,-0.119,.240,.292,-0.052
Culberson, Charlie,518586,2021,40,28,.270,.267,0.003,.514,.508,0.006,.343,.291,0.052
Trevino, Jose,624431,2021,61,44,.259,.264,-0.005,.293,.401,-0.108,.252,.290,-0.038
Benintendi, Andrew,643217,2021,78,53,.225,.235,-0.010,.310,.352,-0.042,.273,.288,-0.015
Walker, Christian,572233,2021,44,30,.179,.227,-0.048,.282,.386,-0.104,.239,.288,-0.049
Sanó, Miguel,593934,2021,58,25,.111,.143,-0.032,.244,.261,-0.017,.272,.287,-0.015
Tellez, Rowdy,642133,2021,59,44,.193,.240,-0.047,.281,.424,-0.143,.222,.286,-0.064
Anderson, Tim,641313,2021,52,37,.333,.243,0.090,.549,.414,0.135,.385,.285,0.100
Iglesias, José,578428,2021,79,62,.260,.266,-0.006,.325,.376,-0.051,.266,.285,-0.019
McCann, James,543510,2021,52,35,.234,.232,0.002,.298,.330,-0.032,.276,.284,-0.008
Slater, Austin,596103,2021,73,38,.219,.203,0.016,.375,.332,0.043,.307,.284,0.023
Kim, Ha-Seong,673490,2021,48,32,.209,.234,-0.025,.279,.385,-0.106,.264,.284,-0.020
Moore, Dylan,664238,2021,71,37,.117,.205,-0.088,.233,.353,-0.120,.222,.284,-0.062
India, Jonathan,663697,2021,75,49,.254,.216,0.038,.381,.389,-0.008,.308,.283,0.025
Barnes, Austin,605131,2021,37,22,.219,.224,-0.005,.250,.270,-0.020,.271,.283,-0.012
Giménez, Andrés,665926,2021,49,29,.200,.241,-0.041,.400,.439,-0.039,.282,.283,-0.001
Castro, Willi,650489,2021,80,57,.221,.248,-0.027,.325,.381,-0.056,.251,.282,-0.031
Reyes, Victor,622682,2021,42,30,.146,.244,-0.098,.268,.424,-0.156,.189,.282,-0.093
Dahl, David,621311,2021,75,50,.214,.232,-0.018,.343,.409,-0.066,.254,.280,-0.026
Cave, Jake,595909,2021,65,34,.155,.223,-0.068,.259,.349,-0.090,.226,.280,-0.054
Pederson, Joc,592626,2021,61,32,.137,.180,-0.043,.235,.326,-0.091,.235,.280,-0.045
Mejía, Francisco,642336,2021,43,36,.282,.256,0.026,.436,.382,0.054,.319,.279,0.040
Straw, Myles,664702,2021,78,57,.211,.252,-0.041,.268,.325,-0.057,.242,.279,-0.037
Dubón, Mauricio,643289,2021,42,30,.150,.252,-0.102,.200,.387,-0.187,.165,.279,-0.114
Duvall, Adam,594807,2021,72,43,.203,.195,0.008,.449,.442,0.007,.292,.278,0.014
Jones, JaCoby,592444,2021,45,27,.136,.222,-0.086,.227,.421,-0.194,.168,.278,-0.110
Arroyo, Christian,624414,2021,58,39,.296,.248,0.048,.426,.346,0.080,.338,.277,0.061
Pollock, AJ,572041,2021,65,41,.230,.249,-0.019,.328,.374,-0.046,.262,.277,-0.015
Gurriel Jr., Lourdes,666971,2021,69,49,.203,.249,-0.046,.219,.374,-0.155,.203,.277,-0.074
White, Evan,657108,2021,65,40,.186,.224,-0.038,.271,.329,-0.058,.244,.277,-0.033
Galvis, Freddy,520471,2021,78,53,.254,.216,0.038,.437,.362,0.075,.325,.276,0.049
Hampson, Garrett,641658,2021,80,52,.254,.220,0.034,.423,.415,0.008,.317,.276,0.041
Naylor, Josh,647304,2021,66,47,.226,.235,-0.009,.306,.366,-0.060,.247,.276,-0.029
Suzuki, Kurt,435559,2021,39,24,.219,.205,0.014,.344,.353,-0.009,.296,.276,0.020
Severino, Pedro,600474,2021,58,36,.236,.235,0.001,.327,.350,-0.023,.267,.273,-0.006
Castro, Starlin,516770,2021,75,57,.257,.246,0.011,.357,.370,-0.013,.276,.272,0.004
Bauers, Jake,641343,2021,36,24,.121,.251,-0.130,.152,.356,-0.204,.132,.272,-0.140
Lopez, Nicky,670032,2021,64,52,.278,.243,0.035,.352,.323,0.029,.309,.271,0.038
Quinn, Roman,596451,2021,38,19,.065,.184,-0.119,.097,.241,-0.144,.186,.271,-0.085
Mountcastle, Ryan,663624,2021,77,48,.167,.202,-0.035,.264,.410,-0.146,.209,.270,-0.061
Mathisen, Wyatt,621500,2021,40,15,.129,.177,-0.048,.129,.216,-0.087,.229,.270,-0.041
Yastrzemski, Mike,573262,2021,89,50,.215,.189,0.026,.468,.367,0.101,.325,.269,0.056
Lux, Gavin,666158,2021,45,32,.220,.269,-0.049,.317,.347,-0.030,.239,.268,-0.029
Frazier, Clint,640449,2021,58,29,.146,.157,-0.011,.188,.263,-0.075,.239,.267,-0.028
Adrianza, Ehire,501303,2021,36,30,.267,.245,0.022,.600,.396,0.204,.351,.265,0.086
Campusano, Luis,669134,2021,37,22,.091,.214,-0.123,.091,.279,-0.188,.146,.265,-0.119
Rosario, Amed,642708,2021,62,43,.164,.200,-0.036,.236,.285,-0.049,.231,.263,-0.032
Arozarena, Randy,668227,2021,86,49,.278,.212,0.066,.430,.333,0.097,.337,.262,0.075
Gregorius, Didi,544369,2021,72,55,.269,.248,0.021,.373,.374,-0.001,.283,.261,0.022
Berti, Jon,542932,2021,52,31,.200,.197,0.003,.333,.291,0.042,.278,.261,0.017
