last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Merrifield, Whit,593160,2017,630,507,.288,.271,0.017,.460,.447,0.013,.332,.323,0.009
Chapman, Matt,656305,2017,326,200,.234,.224,0.010,.472,.448,0.024,.332,.323,0.009
Pedroia, Dustin,456030,2017,463,364,.293,.277,0.016,.392,.371,0.021,.331,.321,0.010
Reynolds, Mark,448602,2017,593,348,.267,.223,0.044,.487,.419,0.068,.357,.320,0.037
Castro, Jason,488771,2017,407,250,.242,.240,0.002,.388,.400,-0.012,.315,.320,-0.005
Heyward, Jason,518792,2017,481,370,.259,.263,-0.004,.389,.392,-0.003,.310,.319,-0.009
Utley, Chase,400284,2017,353,255,.236,.239,-0.003,.405,.398,0.007,.316,.319,-0.003
Jay, Jon,445055,2017,433,304,.296,.276,0.020,.375,.356,0.019,.330,.318,0.012
Dickerson, Corey,572816,2017,629,439,.282,.258,0.024,.490,.447,0.043,.340,.318,0.022
Mazara, Nomar,608577,2017,616,430,.253,.247,0.006,.422,.422,0.000,.317,.318,-0.001
Gonzalez, Marwin,503556,2017,515,361,.303,.245,0.058,.530,.404,0.126,.382,.317,0.065
Frazier, Adam,624428,2017,454,353,.276,.275,0.001,.399,.375,0.024,.322,.317,0.005
Markakis, Nick,455976,2017,670,486,.275,.267,0.008,.384,.379,0.005,.321,.317,0.004
Gyorko, Jedd,576397,2017,481,328,.272,.232,0.040,.472,.423,0.049,.344,.317,0.027
Flores, Wilmer,527038,2017,362,288,.271,.259,0.012,.488,.449,0.039,.331,.317,0.014
Pence, Hunter,452254,2017,539,395,.260,.254,0.006,.385,.422,-0.037,.303,.317,-0.014
Cervelli, Francisco,465041,2017,304,201,.249,.243,0.006,.370,.375,-0.005,.315,.317,-0.002
Peralta, David,444482,2017,577,434,.293,.261,0.032,.444,.395,0.049,.342,.316,0.026
Miller, Brad,543543,2017,407,232,.201,.218,-0.017,.337,.371,-0.034,.294,.316,-0.022
Napoli, Mike,435063,2017,485,266,.193,.200,-0.007,.428,.446,-0.018,.302,.316,-0.014
Jones, Adam,430945,2017,635,488,.285,.261,0.024,.466,.435,0.031,.334,.315,0.019
Headley, Chase,452104,2017,586,388,.273,.248,0.025,.406,.384,0.022,.329,.315,0.014
Presley, Alex,502100,2017,264,200,.314,.298,0.016,.416,.378,0.038,.333,.314,0.019
Segura, Jean,516416,2017,566,443,.300,.270,0.030,.427,.402,0.025,.333,.314,0.019
Wong, Kolten,543939,2017,411,298,.285,.259,0.026,.412,.361,0.051,.336,.314,0.022
Pujols, Albert,405395,2017,636,504,.241,.260,-0.019,.386,.439,-0.053,.286,.314,-0.028
Valbuena, Luis,472528,2017,401,246,.199,.204,-0.005,.432,.418,0.014,.308,.313,-0.005
Gennett, Scooter,571697,2017,497,349,.295,.248,0.047,.531,.424,0.107,.367,.312,0.055
Ellsbury, Jacoby,453056,2017,409,300,.264,.256,0.008,.402,.366,0.036,.322,.312,0.010
Garcia, Greg,594824,2017,290,183,.253,.247,0.006,.332,.321,0.011,.317,.312,0.005
Marte, Starling,516782,2017,339,248,.275,.254,0.021,.379,.394,-0.015,.312,.311,0.001
Harrison, Josh,543281,2017,542,401,.272,.253,0.019,.432,.390,0.042,.332,.311,0.021
Longoria, Evan,446334,2017,677,516,.261,.249,0.012,.424,.411,0.013,.312,.310,0.002
Pearce, Steve,456665,2017,348,248,.252,.241,0.011,.438,.411,0.027,.323,.310,0.013
Andrus, Elvis,462101,2017,689,547,.297,.264,0.033,.471,.405,0.066,.344,.309,0.035
Barnhart, Tucker,571466,2017,423,310,.270,.263,0.007,.403,.382,0.021,.317,.309,0.008
Drury, Brandon,592273,2017,480,344,.267,.255,0.012,.447,.411,0.036,.325,.309,0.016
Russell, Addison,608365,2017,385,261,.239,.251,-0.012,.418,.410,0.008,.305,.309,-0.004
Descalso, Daniel,518614,2017,398,257,.233,.221,0.012,.395,.377,0.018,.318,.309,0.009
Parra, Gerardo,467827,2017,425,334,.309,.269,0.040,.452,.399,0.053,.337,.308,0.029
Pillar, Kevin,607680,2017,632,498,.256,.267,-0.011,.404,.396,0.008,.302,.308,-0.006
Semien, Marcus,543760,2017,386,261,.249,.238,0.011,.398,.378,0.020,.314,.308,0.006
Lucroy, Jonathan,518960,2017,481,376,.265,.257,0.008,.371,.357,0.014,.311,.307,0.004
Kipnis, Jason,543401,2017,373,272,.232,.234,-0.002,.414,.410,0.004,.300,.307,-0.007
Renfroe, Hunter,592669,2017,479,306,.231,.228,0.003,.467,.435,0.032,.316,.307,0.009
Castro, Starlin,516770,2017,473,353,.300,.260,0.040,.454,.408,0.046,.338,.306,0.032
Rojas, Miguel,500743,2017,306,243,.290,.277,0.013,.375,.341,0.034,.318,.306,0.012
Narváez, Omar,553882,2017,295,211,.277,.257,0.020,.340,.314,0.026,.321,.306,0.015
Revere, Ben,519184,2017,308,268,.275,.298,-0.023,.344,.368,-0.024,.284,.306,-0.022
Panik, Joe,605412,2017,573,468,.288,.254,0.034,.421,.372,0.049,.329,.305,0.024
Healy, Ryon,592387,2017,605,436,.271,.246,0.025,.451,.429,0.022,.320,.305,0.015
Broxton, Keon,542979,2017,463,241,.220,.219,0.001,.420,.408,0.012,.308,.305,0.003
Herrera, Odúbel,546318,2017,563,402,.281,.257,0.024,.452,.402,0.050,.329,.304,0.025
Simmons, Andrelton,592743,2017,647,530,.278,.258,0.020,.421,.377,0.044,.323,.304,0.019
d'Arnaud, Travis,518595,2017,376,292,.244,.244,0.000,.443,.420,0.023,.308,.304,0.004
Zimmer, Bradley,605548,2017,332,203,.241,.233,0.008,.385,.397,-0.012,.299,.304,-0.005
Almora Jr., Albert,546991,2017,323,251,.298,.263,0.035,.445,.392,0.053,.334,.303,0.031
González, Carlos,471865,2017,534,357,.262,.234,0.028,.423,.364,0.059,.327,.303,0.024
Polanco, Gregory,570256,2017,411,321,.251,.259,-0.008,.391,.392,-0.001,.296,.303,-0.007
Davidson, Matt,571602,2017,443,254,.220,.216,0.004,.452,.461,-0.009,.297,.303,-0.006
Bautista, José,430832,2017,686,424,.203,.207,-0.004,.366,.373,-0.007,.295,.303,-0.008
Herrmann, Chris,543302,2017,256,160,.181,.216,-0.035,.345,.391,-0.046,.272,.303,-0.031
García, Leury,544725,2017,326,236,.270,.258,0.012,.423,.383,0.040,.317,.302,0.015
Kepler, Max,596146,2017,568,401,.243,.243,0.000,.425,.372,0.053,.315,.302,0.013
Crawford, Brandon,543063,2017,570,414,.253,.240,0.013,.403,.392,0.011,.301,.301,0.000
Maxwell, Bruce,622194,2017,253,159,.237,.228,0.009,.333,.354,-0.021,.296,.301,-0.005
Young, Chris,455759,2017,276,189,.235,.233,0.002,.387,.354,0.033,.310,.301,0.009
Franco, Maikel,596748,2017,623,485,.230,.245,-0.015,.409,.394,0.015,.292,.301,-0.009
Duvall, Adam,594807,2017,647,428,.249,.225,0.024,.480,.417,0.063,.327,.300,0.027
Marisnick, Jake,545350,2017,259,143,.243,.200,0.043,.496,.420,0.076,.343,.300,0.043
Hernández, Enrique,571771,2017,342,221,.215,.215,0.000,.421,.378,0.043,.310,.300,0.010
Camargo, Johan,622666,2017,256,193,.299,.264,0.035,.452,.394,0.058,.330,.299,0.031
Piña, Manny,444489,2017,359,255,.279,.247,0.032,.424,.393,0.031,.323,.299,0.024
Vargas, Kennys,573627,2017,264,165,.253,.229,0.024,.444,.401,0.043,.323,.299,0.024
Maybin, Cameron,457727,2017,450,303,.228,.230,-0.002,.365,.345,0.020,.300,.299,0.001
Hechavarría, Adeiny,588751,2017,348,267,.261,.266,-0.005,.406,.392,0.014,.295,.298,-0.003
Valencia, Danny,502143,2017,500,336,.256,.240,0.016,.411,.375,0.036,.311,.298,0.013
Joseph, Tommy,571830,2017,533,369,.240,.238,0.002,.432,.400,0.032,.305,.298,0.007
Trumbo, Mark,444432,2017,603,411,.234,.235,-0.001,.397,.398,-0.001,.295,.298,-0.003
Mercer, Jordy,474568,2017,558,416,.255,.252,0.003,.406,.370,0.036,.308,.297,0.011
Story, Trevor,596115,2017,555,313,.239,.215,0.024,.457,.404,0.053,.323,.297,0.026
Phillips, Brandon,408252,2017,604,502,.285,.268,0.017,.416,.375,0.041,.316,.296,0.020
Taylor, Michael A.,572191,2017,432,265,.271,.228,0.043,.486,.415,0.071,.338,.296,0.042
Peraza, José,606299,2017,518,421,.259,.278,-0.019,.324,.359,-0.035,.273,.296,-0.023
Carrera, Ezequiel,485567,2017,325,217,.282,.232,0.050,.408,.354,0.054,.334,.295,0.039
Gamel, Ben,592325,2017,550,391,.275,.253,0.022,.413,.377,0.036,.315,.295,0.020
Margot, Manuel,622534,2017,529,386,.263,.252,0.011,.409,.360,0.049,.309,.295,0.014
Smith, Kevan,607345,2017,294,236,.283,.266,0.017,.388,.382,0.006,.299,.294,0.005
Kiermaier, Kevin,595281,2017,421,286,.276,.233,0.043,.450,.374,0.076,.337,.294,0.043
Báez, Javier,595879,2017,508,333,.273,.238,0.035,.480,.425,0.055,.326,.294,0.032
Blanco, Grégor,453923,2017,256,166,.246,.223,0.023,.357,.337,0.020,.308,.294,0.014
Reyes, José,408314,2017,561,430,.246,.241,0.005,.413,.348,0.065,.312,.294,0.018
Solarte, Yangervis,500208,2017,512,409,.255,.240,0.015,.416,.373,0.043,.311,.293,0.018
Swanson, Dansby,621020,2017,551,372,.232,.242,-0.010,.324,.340,-0.016,.276,.293,-0.017
Romine, Austin,519222,2017,252,177,.218,.251,-0.033,.293,.357,-0.064,.250,.293,-0.043
Pérez, Roberto,547379,2017,248,151,.207,.216,-0.009,.373,.366,0.007,.289,.293,-0.004
Vázquez, Christian,543877,2017,345,261,.290,.259,0.031,.404,.364,0.040,.318,.292,0.026
González, Adrián,408236,2017,252,193,.242,.240,0.002,.355,.390,-0.035,.274,.292,-0.018
Gordon, Alex,460086,2017,541,356,.208,.221,-0.013,.315,.353,-0.038,.269,.292,-0.023
Buxton, Byron,621439,2017,511,319,.253,.230,0.023,.413,.377,0.036,.312,.291,0.021
Rupp, Cameron,519237,2017,331,182,.217,.201,0.016,.417,.390,0.027,.304,.291,0.013
Gregorius, Didi,544369,2017,570,472,.287,.257,0.030,.478,.378,0.100,.334,.290,0.044
Odor, Rougned,596059,2017,651,449,.204,.228,-0.024,.397,.401,-0.004,.272,.290,-0.018
Aoki, Norichika,493114,2017,374,298,.277,.253,0.024,.393,.336,0.057,.315,.289,0.026
Vogt, Stephen,519390,2017,303,226,.233,.228,0.005,.423,.391,0.032,.299,.289,0.010
Sánchez, Yolmer,570560,2017,534,384,.267,.241,0.026,.413,.360,0.053,.313,.288,0.025
Polanco, Jorge,593871,2017,544,423,.256,.237,0.019,.410,.358,0.052,.309,.288,0.021
Dyson, Jarrod,502481,2017,390,297,.251,.243,0.008,.350,.323,0.027,.296,.288,0.008
Motter, Taylor,600301,2017,280,197,.198,.238,-0.040,.326,.363,-0.037,.254,.288,-0.034
Bogaerts, Xander,593428,2017,635,457,.273,.243,0.030,.403,.331,0.072,.321,.287,0.034
Spangenberg, Cory,605486,2017,486,319,.264,.231,0.033,.401,.364,0.037,.313,.287,0.026
