last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Kemp, Matt,461314,2018,506,354,.290,.267,0.023,.481,.510,-0.029,.348,.352,-0.004
Brantley, Michael,488726,2018,631,518,.309,.300,0.009,.468,.443,0.025,.358,.351,0.007
Arenado, Nolan,571448,2018,673,475,.297,.264,0.033,.561,.466,0.095,.391,.351,0.040
Schebler, Scott,594988,2018,430,283,.255,.261,-0.006,.439,.458,-0.019,.337,.351,-0.014
Martin, Leonys,547982,2018,353,243,.255,.261,-0.006,.425,.475,-0.050,.323,.351,-0.028
Encarnación, Edwin,429665,2018,579,376,.246,.241,0.005,.474,.470,0.004,.346,.351,-0.005
Realmuto, J.T.,592663,2018,531,379,.277,.270,0.007,.484,.471,0.013,.352,.350,0.002
Puig, Yasiel,624577,2018,444,320,.267,.275,-0.008,.494,.472,0.022,.349,.350,-0.001
Nimmo, Brandon,607043,2018,535,293,.263,.236,0.027,.483,.394,0.089,.385,.350,0.035
Peralta, David,444482,2018,614,438,.293,.278,0.015,.516,.469,0.047,.368,.349,0.019
Shaw, Travis,543768,2018,587,397,.241,.242,-0.001,.480,.459,0.021,.351,.349,0.002
Soler, Jorge,624585,2018,257,156,.265,.241,0.024,.466,.451,0.015,.354,.348,0.006
Belt, Brandon,474832,2018,456,294,.253,.252,0.001,.414,.474,-0.060,.327,.348,-0.021
Stanton, Giancarlo,519317,2018,705,416,.266,.244,0.022,.509,.476,0.033,.360,.347,0.013
Mauer, Joe,408045,2018,543,404,.282,.288,-0.006,.379,.437,-0.058,.319,.346,-0.027
Cervelli, Francisco,465041,2018,404,254,.259,.236,0.023,.431,.412,0.019,.355,.346,0.009
Hoskins, Rhys,656555,2018,660,414,.246,.228,0.018,.496,.448,0.048,.363,.346,0.017
Bradley Jr., Jackie,598265,2018,535,341,.234,.260,-0.026,.403,.462,-0.059,.310,.346,-0.036
Díaz, Elias,553869,2018,277,215,.286,.287,-0.001,.452,.445,0.007,.340,.345,-0.005
Bryant, Kris,592178,2018,457,285,.272,.247,0.025,.460,.434,0.026,.359,.345,0.014
Springer, George,543807,2018,620,429,.265,.253,0.012,.434,.456,-0.022,.338,.345,-0.007
Cron, C.J.,543068,2018,560,361,.253,.247,0.006,.493,.480,0.013,.347,.345,0.002
Schwarber, Kyle,656941,2018,510,291,.238,.240,-0.002,.467,.463,0.004,.343,.345,-0.002
Markakis, Nick,455976,2018,705,552,.297,.292,0.005,.440,.423,0.017,.345,.344,0.001
Blackmon, Charlie,453568,2018,696,495,.291,.275,0.016,.502,.443,0.059,.368,.344,0.024
Williams, Nick,608384,2018,448,296,.256,.272,-0.016,.425,.450,-0.025,.324,.344,-0.020
Granderson, Curtis,434158,2018,403,239,.242,.249,-0.007,.431,.419,0.012,.341,.344,-0.003
Santana, Carlos,467793,2018,679,475,.229,.243,-0.014,.414,.412,0.002,.333,.344,-0.011
Valencia, Danny,502143,2018,282,207,.263,.280,-0.017,.408,.455,-0.047,.310,.343,-0.033
Cain, Lorenzo,456715,2018,620,447,.308,.282,0.026,.417,.389,0.028,.359,.342,0.017
Merrifield, Whit,593160,2018,707,526,.304,.280,0.024,.438,.428,0.010,.349,.342,0.007
Myers, Wil,571976,2018,343,219,.253,.274,-0.021,.446,.447,-0.001,.328,.342,-0.014
Canha, Mark,592192,2018,411,279,.249,.251,-0.002,.449,.453,-0.004,.334,.342,-0.008
Hernández, Teoscar,606192,2018,523,316,.239,.234,0.005,.468,.498,-0.030,.328,.341,-0.013
Báez, Javier,595879,2018,645,444,.290,.262,0.028,.554,.494,0.060,.366,.340,0.026
Cave, Jake,595909,2018,309,186,.265,.256,0.009,.473,.480,-0.007,.332,.340,-0.008
Bell, Josh,605137,2018,583,402,.261,.255,0.006,.411,.414,-0.003,.336,.340,-0.004
Murphy, Daniel,502517,2018,351,291,.299,.300,-0.001,.454,.448,0.006,.338,.339,-0.001
Sánchez, Gary,596142,2018,374,231,.186,.215,-0.029,.406,.456,-0.050,.304,.339,-0.035
Chapman, Matt,656305,2018,616,403,.278,.256,0.022,.508,.430,0.078,.369,.338,0.031
Pollock, AJ,572041,2018,460,321,.257,.254,0.003,.484,.473,0.011,.338,.338,-0.000
Polanco, Gregory,570256,2018,535,354,.254,.243,0.011,.499,.441,0.058,.351,.338,0.013
Conforto, Michael,624424,2018,638,388,.243,.240,0.003,.448,.424,0.024,.342,.338,0.004
Posey, Buster,457763,2018,448,347,.284,.274,0.010,.382,.416,-0.034,.326,.336,-0.010
Grichuk, Randal,545341,2018,462,305,.245,.242,0.003,.502,.481,0.021,.340,.336,0.004
Smoak, Justin,475253,2018,594,352,.242,.223,0.019,.457,.434,0.023,.349,.336,0.013
Morrison, Logan,489149,2018,359,239,.186,.232,-0.046,.368,.453,-0.085,.283,.336,-0.053
Torres, Gleyber,650402,2018,484,315,.271,.252,0.019,.480,.455,0.025,.349,.335,0.014
Moustakas, Mike,519058,2018,635,476,.251,.257,-0.006,.459,.460,-0.001,.329,.335,-0.006
Bruce, Jay,457803,2018,361,245,.223,.248,-0.025,.370,.437,-0.067,.296,.335,-0.039
Bautista, José,430832,2018,399,215,.203,.217,-0.014,.378,.382,-0.004,.324,.335,-0.011
Díaz, Aledmys,649557,2018,452,364,.263,.274,-0.011,.453,.456,-0.003,.321,.334,-0.013
Perez, Salvador,521692,2018,544,407,.235,.258,-0.023,.439,.476,-0.037,.304,.334,-0.030
Reyes, Franmil,614177,2018,285,181,.280,.252,0.028,.498,.450,0.048,.360,.333,0.027
Anderson, Brian,605119,2018,670,463,.273,.260,0.013,.400,.406,-0.006,.333,.333,0.000
Trumbo, Mark,444432,2018,358,245,.261,.267,-0.006,.452,.444,0.008,.329,.333,-0.004
Grandal, Yasmani,518735,2018,518,319,.241,.219,0.022,.466,.432,0.034,.352,.333,0.019
Flowers, Tyler,452095,2018,296,176,.227,.229,-0.002,.359,.398,-0.039,.315,.333,-0.018
Walker, Neil,435522,2018,398,264,.219,.246,-0.027,.354,.422,-0.068,.291,.333,-0.042
Turner, Trea,607208,2018,740,534,.271,.268,0.003,.416,.408,0.008,.331,.332,-0.001
Span, Denard,452655,2018,501,365,.261,.277,-0.016,.419,.384,0.035,.330,.332,-0.002
Mazara, Nomar,608577,2018,536,376,.258,.258,0.000,.436,.441,-0.005,.324,.332,-0.008
Calhoun, Kole,594777,2018,552,365,.208,.247,-0.039,.369,.445,-0.076,.283,.332,-0.049
Duda, Lucas,446263,2018,367,229,.241,.241,0.000,.418,.447,-0.029,.315,.331,-0.016
Eaton, Adam,594809,2018,370,257,.301,.266,0.035,.411,.366,0.045,.358,.330,0.028
Dickerson, Corey,572816,2018,533,428,.300,.284,0.016,.474,.450,0.024,.341,.330,0.011
Marte, Starling,516782,2018,606,454,.277,.262,0.015,.460,.449,0.011,.337,.330,0.007
Molina, Yadier,425877,2018,503,399,.261,.266,-0.005,.436,.431,0.005,.323,.330,-0.007
Descalso, Daniel,518614,2018,423,247,.238,.227,0.011,.436,.390,0.046,.340,.330,0.010
Zobrist, Ben,450314,2018,520,403,.305,.270,0.035,.440,.384,0.056,.355,.329,0.026
Cabrera, Melky,466320,2018,278,217,.280,.290,-0.010,.420,.382,0.038,.326,.329,-0.003
Suzuki, Kurt,435559,2018,388,310,.271,.269,0.002,.444,.411,0.033,.335,.329,0.006
Adams, Matt,571431,2018,337,233,.239,.239,0.000,.477,.462,0.015,.334,.329,0.005
García, Avisaíl,541645,2018,385,259,.236,.248,-0.012,.438,.465,-0.027,.304,.329,-0.025
Iannetta, Chris,455104,2018,360,216,.224,.223,0.001,.385,.397,-0.012,.320,.329,-0.009
Pujols, Albert,405395,2018,498,403,.245,.267,-0.022,.411,.446,-0.035,.299,.328,-0.029
Gordon, Alex,460086,2018,568,384,.245,.252,-0.007,.370,.423,-0.053,.305,.328,-0.023
Mancini, Trey,641820,2018,636,434,.242,.251,-0.009,.416,.433,-0.017,.308,.328,-0.020
Holt, Brock,571788,2018,367,250,.277,.265,0.012,.411,.385,0.026,.338,.327,0.011
Moran, Colin,592567,2018,465,340,.277,.265,0.012,.407,.413,-0.006,.322,.327,-0.005
Beltré, Adrián,134181,2018,481,345,.273,.262,0.011,.434,.430,0.004,.327,.327,-0.000
Lowrie, Jed,476704,2018,680,471,.267,.246,0.021,.448,.407,0.041,.347,.327,0.020
Robertson, Daniel,621002,2018,340,207,.262,.227,0.035,.415,.365,0.050,.354,.327,0.027
DeJong, Paul,657557,2018,490,319,.241,.235,0.006,.433,.448,-0.015,.320,.327,-0.007
Hernández, Enrique,571771,2018,462,333,.256,.246,0.010,.470,.421,0.049,.342,.326,0.016
Alonso, Yonder,475174,2018,574,398,.250,.249,0.001,.421,.433,-0.012,.319,.326,-0.007
Renfroe, Hunter,592669,2018,441,299,.248,.240,0.008,.504,.465,0.039,.338,.326,0.012
Austin, Tyler,592122,2018,268,152,.230,.225,0.005,.480,.472,0.008,.325,.326,-0.001
Davidson, Matt,571602,2018,496,272,.228,.220,0.008,.419,.418,0.001,.321,.326,-0.005
Joyce, Matt,459964,2018,246,157,.208,.225,-0.017,.353,.402,-0.049,.299,.326,-0.027
LeMahieu, DJ,518934,2018,581,460,.276,.275,0.001,.428,.417,0.011,.322,.325,-0.003
Pederson, Joc,592626,2018,443,314,.248,.235,0.013,.522,.439,0.083,.354,.325,0.029
Ramos, Wilson,467092,2018,416,304,.306,.256,0.050,.487,.434,0.053,.361,.324,0.037
Bellinger, Cody,641355,2018,632,409,.260,.235,0.025,.470,.428,0.042,.345,.324,0.021
Narváez, Omar,553882,2018,322,217,.275,.255,0.020,.429,.371,0.058,.348,.323,0.025
Bour, Justin,571506,2018,501,302,.227,.221,0.006,.404,.402,0.002,.324,.323,0.001
Profar, Jurickson,595777,2018,594,440,.254,.250,0.004,.458,.391,0.067,.341,.322,0.019
Andújar, Miguel,609280,2018,606,480,.297,.273,0.024,.527,.431,0.096,.361,.321,0.040
Mondesi, Adalberto,609275,2018,291,202,.276,.248,0.028,.498,.466,0.032,.341,.321,0.020
Pillar, Kevin,607680,2018,542,420,.252,.280,-0.028,.426,.431,-0.005,.302,.321,-0.019
Gonzalez, Marwin,503556,2018,552,370,.247,.242,0.005,.409,.414,-0.005,.318,.321,-0.003
Healy, Ryon,592387,2018,524,382,.235,.257,-0.022,.412,.438,-0.026,.296,.321,-0.025
Happ, Ian,664023,2018,462,222,.233,.211,0.022,.408,.393,0.015,.329,.321,0.008
Gomes, Yan,543228,2018,435,287,.266,.246,0.020,.449,.447,0.002,.326,.320,0.006
Cabrera, Asdrúbal,452678,2018,592,429,.262,.249,0.013,.458,.432,0.026,.332,.320,0.012
Marte, Ketel,606466,2018,580,444,.260,.256,0.004,.437,.395,0.042,.330,.320,0.010
Kepler, Max,596146,2018,611,439,.224,.230,-0.006,.408,.398,0.010,.316,.320,-0.004
Frazier, Adam,624428,2018,352,267,.277,.267,0.010,.456,.392,0.064,.343,.319,0.024
Escobar, Eduardo,500871,2018,631,448,.272,.244,0.028,.489,.425,0.064,.346,.319,0.027
Dahl, David,621311,2018,271,183,.273,.252,0.021,.534,.445,0.089,.357,.318,0.039
Gyorko, Jedd,576397,2018,402,278,.262,.228,0.034,.416,.397,0.019,.333,.318,0.015
Duvall, Adam,594807,2018,427,268,.195,.227,-0.032,.365,.427,-0.062,.277,.318,-0.041
Heyward, Jason,518792,2018,489,385,.270,.264,0.006,.395,.384,0.011,.319,.317,0.002
Panik, Joe,605412,2018,392,333,.254,.280,-0.026,.332,.377,-0.045,.280,.317,-0.037
Simmons, Andrelton,592743,2018,600,516,.292,.273,0.019,.417,.385,0.032,.326,.316,0.010
Gurriel Jr., Lourdes,666971,2018,263,193,.281,.265,0.016,.446,.440,0.006,.322,.316,0.006
Gregorius, Didi,544369,2018,569,445,.268,.255,0.013,.494,.395,0.099,.350,.316,0.034
Taylor, Chris,621035,2018,604,362,.254,.234,0.020,.444,.398,0.046,.335,.316,0.019
Chirinos, Robinson,455139,2018,426,222,.222,.195,0.027,.419,.388,0.031,.333,.316,0.017
Altherr, Aaron,571437,2018,285,154,.181,.213,-0.032,.333,.381,-0.048,.282,.316,-0.034
Martinez, Victor,400121,2018,508,425,.251,.266,-0.015,.353,.407,-0.054,.281,.315,-0.034
Miller, Brad,543543,2018,254,150,.248,.226,0.022,.413,.426,-0.013,.312,.314,-0.002
Goodrum, Niko,592348,2018,492,314,.245,.234,0.011,.432,.408,0.024,.322,.314,0.008
Souza Jr., Steven,519306,2018,272,166,.220,.232,-0.012,.369,.388,-0.019,.299,.314,-0.015
Thames, Eric,519346,2018,278,150,.219,.207,0.012,.478,.442,0.036,.330,.314,0.016
Grossman, Robbie,543257,2018,465,320,.273,.242,0.031,.384,.344,0.040,.333,.313,0.020
Maybin, Cameron,457727,2018,384,269,.249,.254,-0.005,.336,.372,-0.036,.295,.313,-0.018
Palka, Daniel,594953,2018,449,264,.240,.225,0.015,.484,.443,0.041,.329,.312,0.017
Kipnis, Jason,543401,2018,601,422,.230,.232,-0.002,.389,.386,0.003,.308,.312,-0.004
Castro, Starlin,516770,2018,647,475,.278,.256,0.022,.400,.401,-0.001,.315,.311,0.004
Gamel, Ben,592325,2018,293,197,.272,.253,0.019,.370,.348,0.022,.323,.311,0.012
Gennett, Scooter,571697,2018,638,467,.310,.256,0.054,.490,.403,0.087,.362,.310,0.052
Duffy, Matt,622110,2018,560,413,.294,.269,0.025,.366,.351,0.015,.323,.310,0.013
Odor, Rougned,596059,2018,535,354,.253,.234,0.019,.424,.397,0.027,.325,.310,0.015
Hernandez, Cesar,514917,2018,708,454,.253,.235,0.018,.362,.347,0.015,.320,.310,0.010
Mercer, Jordy,474568,2018,436,311,.251,.263,-0.012,.381,.385,-0.004,.296,.310,-0.014
Longoria, Evan,446334,2018,512,384,.244,.250,-0.006,.413,.427,-0.014,.295,.310,-0.015
McNeil, Jeff,643446,2018,248,205,.329,.260,0.069,.471,.382,0.089,.368,.309,0.059
Jones, Adam,430945,2018,613,491,.281,.266,0.015,.419,.407,0.012,.315,.309,0.006
Garver, Mitch,641598,2018,335,232,.268,.243,0.025,.414,.392,0.022,.325,.309,0.016
Wieters, Matt,446308,2018,271,193,.238,.225,0.013,.374,.384,-0.010,.308,.309,-0.001
Heredia, Guillermo,628338,2018,337,249,.236,.250,-0.014,.342,.353,-0.011,.295,.308,-0.013
Travis, Devon,581527,2018,378,293,.232,.262,-0.030,.381,.401,-0.020,.283,.308,-0.025
Bonifacio, Jorge,593528,2018,270,168,.225,.234,-0.009,.360,.371,-0.011,.296,.308,-0.012
Martin, Russell,431145,2018,352,207,.194,.198,-0.004,.325,.323,0.002,.305,.308,-0.003
Segura, Jean,516416,2018,632,527,.304,.270,0.034,.415,.389,0.026,.327,.307,0.020
Camargo, Johan,622666,2018,524,359,.272,.236,0.036,.457,.372,0.085,.346,.307,0.039
Hundley, Nick,460026,2018,305,197,.241,.254,-0.013,.408,.396,0.012,.304,.307,-0.003
Correa, Carlos,621043,2018,468,302,.239,.229,0.010,.405,.371,0.034,.313,.306,0.007
Solarte, Yangervis,500208,2018,506,400,.226,.253,-0.027,.378,.396,-0.018,.284,.306,-0.022
Seager, Kyle,572122,2018,630,449,.221,.246,-0.025,.400,.410,-0.010,.288,.306,-0.018
Parra, Gerardo,467827,2018,443,331,.284,.258,0.026,.372,.365,0.007,.313,.305,0.008
Piña, Manny,444489,2018,337,249,.252,.249,0.003,.395,.394,0.001,.301,.305,-0.004
Bauers, Jake,641343,2018,388,227,.201,.208,-0.007,.384,.352,0.032,.308,.305,0.003
Crawford, Brandon,543063,2018,594,414,.254,.250,0.004,.394,.373,0.021,.306,.304,0.002
Ervin, Phillip,640447,2018,247,162,.252,.239,0.013,.404,.370,0.034,.315,.304,0.011
Sandoval, Pablo,467055,2018,252,179,.248,.233,0.015,.417,.383,0.034,.312,.304,0.008
Wendle, Joey,621563,2018,545,403,.300,.260,0.040,.435,.367,0.068,.338,.303,0.035
Dietrich, Derek,518618,2018,551,361,.265,.237,0.028,.421,.380,0.041,.326,.303,0.023
Albies, Ozzie,645277,2018,684,527,.261,.249,0.012,.452,.400,0.052,.324,.303,0.021
Devers, Rafael,646240,2018,490,331,.240,.232,0.008,.433,.402,0.031,.310,.303,0.007
Stassi, Max,545358,2018,250,147,.226,.201,0.025,.394,.389,0.005,.313,.303,0.010
Muñoz, Yairo,622168,2018,329,224,.276,.238,0.038,.413,.362,0.051,.326,.302,0.024
Hosmer, Eric,543333,2018,677,472,.253,.241,0.012,.398,.374,0.024,.309,.302,0.007
Barnhart, Tucker,571466,2018,522,370,.248,.238,0.010,.372,.350,0.022,.307,.302,0.005
Desmond, Ian,435622,2018,619,414,.236,.227,0.009,.422,.382,0.040,.315,.302,0.013
Hernández, Gorkys,491676,2018,451,307,.234,.239,-0.005,.391,.399,-0.008,.292,.302,-0.010
Dozier, Hunter,641531,2018,388,254,.229,.235,-0.006,.395,.411,-0.016,.291,.302,-0.011
Franco, Maikel,596748,2018,465,374,.270,.252,0.018,.467,.403,0.064,.328,.301,0.027
Peraza, José,606299,2018,683,570,.288,.267,0.021,.416,.375,0.041,.319,.300,0.019
Semien, Marcus,543760,2018,703,510,.255,.239,0.016,.388,.373,0.015,.307,.300,0.007
Kinsler, Ian,435079,2018,534,426,.240,.248,-0.008,.380,.367,0.013,.298,.300,-0.002
Frazier, Todd,453943,2018,472,304,.213,.214,-0.001,.390,.377,0.013,.302,.300,0.002
González, Carlos,471865,2018,504,353,.276,.245,0.031,.467,.384,0.083,.338,.299,0.039
Gattis, Evan,594828,2018,451,314,.226,.221,0.005,.452,.398,0.054,.311,.299,0.012
Plawecki, Kevin,608700,2018,277,175,.210,.214,-0.004,.370,.342,0.028,.302,.299,0.003
Smith, Mallex,605480,2018,544,391,.296,.251,0.045,.406,.334,0.072,.339,.298,0.041
Polanco, Jorge,593871,2018,333,244,.288,.245,0.043,.427,.355,0.072,.336,.298,0.038
Fletcher, David,664058,2018,307,255,.275,.276,-0.001,.363,.344,0.019,.297,.297,-0.000
Contreras, Willson,575929,2018,544,357,.249,.214,0.035,.390,.352,0.038,.321,.297,0.024
Flores, Wilmer,527038,2018,429,353,.267,.250,0.017,.417,.362,0.055,.316,.296,0.020
Alfaro, Jorge,595751,2018,377,207,.262,.227,0.035,.407,.398,0.009,.314,.296,0.018
Reddick, Josh,502210,2018,487,361,.242,.236,0.006,.400,.357,0.043,.310,.296,0.014
Moncada, Yoán,660162,2018,650,365,.235,.211,0.024,.400,.380,0.020,.311,.296,0.015
Zunino, Mike,572287,2018,405,225,.201,.205,-0.004,.410,.418,-0.008,.288,.296,-0.008
Rosario, Eddie,592696,2018,592,458,.288,.236,0.052,.479,.415,0.064,.340,.295,0.045
Wong, Kolten,543939,2018,407,302,.249,.231,0.018,.388,.337,0.051,.314,.295,0.019
Bird, Greg,595885,2018,311,198,.199,.195,0.004,.386,.391,-0.005,.291,.295,-0.004
Inciarte, Ender,542255,2018,660,519,.265,.251,0.014,.380,.337,0.043,.308,.294,0.014
Gardner, Brett,458731,2018,609,432,.236,.226,0.010,.368,.337,0.031,.305,.294,0.011
Candelario, Jeimer,600869,2018,619,384,.224,.206,0.018,.393,.350,0.043,.311,.294,0.017
Cozart, Zack,446359,2018,253,185,.219,.229,-0.010,.362,.347,0.015,.289,.293,-0.004
Rojas, Miguel,500743,2018,528,426,.252,.264,-0.012,.346,.350,-0.004,.281,.292,-0.011
Villanueva, Christian,570799,2018,384,248,.236,.216,0.020,.450,.386,0.064,.323,.292,0.031
Margot, Manuel,622534,2018,519,397,.245,.248,-0.003,.384,.363,0.021,.288,.291,-0.003
Guzmán, Ronald,608597,2018,428,267,.235,.222,0.013,.416,.357,0.059,.312,.291,0.021
Beckham, Tim,542921,2018,402,272,.230,.231,-0.001,.374,.366,0.008,.288,.291,-0.003
Gurriel, Yuli,493329,2018,573,481,.291,.258,0.033,.428,.360,0.068,.323,.290,0.033
Jay, Jon,445055,2018,586,440,.268,.248,0.020,.347,.329,0.018,.301,.290,0.011
Bader, Harrison,664056,2018,427,260,.264,.224,0.040,.422,.361,0.061,.326,.290,0.036
Riddle, JT,595375,2018,332,245,.231,.245,-0.014,.377,.372,0.005,.282,.290,-0.008
Mesoraco, Devin,519023,2018,274,193,.221,.211,0.010,.398,.370,0.028,.302,.290,0.012
Owings, Chris,572008,2018,309,208,.206,.229,-0.023,.302,.368,-0.066,.250,.290,-0.040
Peterson, Jace,607054,2018,246,154,.200,.207,-0.007,.324,.319,0.005,.286,.290,-0.004
Allen, Greg,656185,2018,291,212,.257,.255,0.002,.343,.341,0.002,.288,.289,-0.001
Pirela, Jose,517369,2018,473,351,.249,.251,-0.002,.345,.341,0.004,.283,.289,-0.006
Lucroy, Jonathan,518960,2018,454,357,.241,.249,-0.008,.325,.349,-0.024,.271,.289,-0.018
Ahmed, Nick,605113,2018,564,413,.234,.238,-0.004,.411,.367,0.044,.300,.289,0.011
Gómez, Carlos,460576,2018,408,259,.208,.210,-0.002,.336,.341,-0.005,.285,.289,-0.004
Brinson, Lewis,621446,2018,406,265,.199,.224,-0.025,.338,.392,-0.054,.247,.288,-0.041
Kiner-Falefa, Isiah,643396,2018,396,300,.261,.255,0.006,.357,.315,0.042,.301,.287,0.014
Núñez, Renato,600524,2018,261,176,.258,.216,0.042,.419,.357,0.062,.322,.287,0.035
Jones, JaCoby,592444,2018,467,290,.207,.227,-0.020,.364,.355,0.009,.274,.287,-0.013
Villar, Jonathan,542340,2018,515,331,.260,.221,0.039,.384,.348,0.036,.312,.286,0.026
Andrus, Elvis,462101,2018,428,331,.256,.238,0.018,.367,.347,0.020,.296,.286,0.010
Sánchez, Yolmer,570560,2018,662,467,.242,.233,0.009,.372,.339,0.033,.297,.286,0.011
Delmonico, Nicky,547170,2018,318,205,.215,.216,-0.001,.373,.348,0.025,.292,.286,0.006
Adames, Willy,642715,2018,323,196,.278,.215,0.063,.406,.352,0.054,.328,.285,0.043
Hicks, John,543308,2018,312,206,.260,.221,0.039,.403,.370,0.033,.311,.285,0.026
Herrera, Odúbel,546318,2018,597,430,.255,.226,0.029,.420,.350,0.070,.315,.285,0.030
Russell, Addison,608365,2018,465,324,.250,.236,0.014,.340,.329,0.011,.290,.285,0.005
