last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Drury, Brandon,592273,2016,499,365,.282,.255,0.027,.458,.402,0.056,.335,.307,0.028
Hill, Aaron,431094,2016,429,326,.262,.259,0.003,.378,.360,0.018,.310,.307,0.003
Rupp, Cameron,519237,2016,419,276,.252,.234,0.018,.447,.428,0.019,.321,.307,0.014
Prado, Martín,445988,2016,658,536,.305,.279,0.026,.417,.363,0.054,.335,.306,0.029
Crawford, Brandon,543063,2016,623,447,.275,.242,0.033,.430,.392,0.038,.327,.306,0.021
Puig, Yasiel,624577,2016,368,263,.263,.244,0.019,.416,.390,0.026,.320,.306,0.014
Duffy, Matt,622110,2016,366,286,.258,.259,-0.001,.357,.380,-0.023,.292,.306,-0.014
Headley, Chase,452104,2016,529,354,.253,.239,0.014,.385,.375,0.010,.312,.306,0.006
Kiermaier, Kevin,595281,2016,414,293,.246,.240,0.006,.410,.362,0.048,.323,.306,0.017
Rasmus, Colby,458675,2016,417,253,.206,.217,-0.011,.355,.395,-0.040,.282,.306,-0.024
Maybin, Cameron,457727,2016,391,283,.315,.258,0.057,.418,.351,0.067,.352,.305,0.047
Castro, Starlin,516770,2016,610,465,.270,.260,0.010,.433,.414,0.019,.313,.305,0.008
Ellsbury, Jacoby,453056,2016,626,486,.263,.265,-0.002,.374,.357,0.017,.302,.305,-0.003
Dickerson, Corey,572816,2016,548,379,.245,.232,0.013,.469,.440,0.029,.318,.305,0.013
Realmuto, J.T.,592663,2016,545,412,.303,.264,0.039,.428,.383,0.045,.333,.304,0.029
Souza Jr., Steven,519306,2016,468,273,.247,.225,0.022,.409,.412,-0.003,.308,.304,0.004
Shaw, Travis,543768,2016,530,351,.242,.230,0.012,.421,.412,0.009,.310,.304,0.006
Teixeira, Mark,407893,2016,438,284,.204,.218,-0.014,.362,.392,-0.030,.287,.304,-0.017
Flores, Wilmer,527038,2016,335,262,.267,.247,0.020,.469,.398,0.071,.336,.303,0.033
Suárez, Eugenio,553993,2016,627,413,.248,.233,0.015,.411,.388,0.023,.316,.303,0.013
Wong, Kolten,543939,2016,361,266,.240,.244,-0.004,.355,.342,0.013,.300,.303,-0.003
Reynolds, Mark,448602,2016,441,283,.282,.226,0.056,.450,.382,0.068,.349,.302,0.047
Reyes, José,408314,2016,279,207,.267,.248,0.019,.443,.371,0.072,.329,.302,0.027
Maldonado, Martín,455117,2016,253,156,.202,.207,-0.005,.351,.367,-0.016,.294,.302,-0.008
Hernandez, Cesar,514917,2016,622,438,.294,.257,0.037,.393,.335,0.058,.335,.301,0.034
Loney, James,425766,2016,366,308,.265,.270,-0.005,.397,.381,0.016,.302,.301,0.001
Johnson, Chris,453400,2016,264,166,.222,.253,-0.031,.329,.385,-0.056,.267,.301,-0.034
Rosales, Adam,489267,2016,248,130,.229,.202,0.027,.495,.398,0.097,.340,.300,0.040
Polanco, Jorge,593871,2016,270,204,.282,.262,0.020,.424,.352,0.072,.326,.298,0.028
Hardy, J.J.,429666,2016,438,344,.269,.254,0.015,.407,.383,0.024,.307,.298,0.009
Heyward, Jason,518792,2016,592,440,.230,.249,-0.019,.325,.345,-0.020,.282,.298,-0.016
Suzuki, Ichiro,400085,2016,365,290,.291,.262,0.029,.376,.328,0.048,.320,.297,0.023
McCann, James,543510,2016,373,239,.221,.219,0.002,.358,.408,-0.050,.273,.297,-0.024
Wallace, Brett,477165,2016,256,135,.189,.203,-0.014,.318,.347,-0.029,.280,.297,-0.017
Schoop, Jonathan,570731,2016,647,481,.267,.248,0.019,.454,.402,0.052,.320,.296,0.024
Hundley, Nick,460026,2016,317,226,.260,.244,0.016,.439,.377,0.062,.323,.296,0.027
Hernández, Enrique,571771,2016,244,152,.190,.215,-0.025,.324,.365,-0.041,.270,.296,-0.026
Solarte, Yangervis,500208,2016,443,345,.286,.243,0.043,.467,.374,0.093,.346,.295,0.051
Semien, Marcus,543760,2016,621,431,.238,.218,0.020,.435,.400,0.035,.315,.295,0.020
Núñez, Eduardo,456488,2016,595,473,.288,.250,0.038,.432,.382,0.050,.324,.294,0.030
Simmons, Andrelton,592743,2016,483,415,.281,.268,0.013,.366,.349,0.017,.302,.294,0.008
Barnhart, Tucker,571466,2016,420,310,.257,.254,0.003,.379,.359,0.020,.300,.294,0.006
Lawrie, Brett,543434,2016,384,243,.248,.231,0.017,.413,.380,0.033,.311,.294,0.017
León, Sandy,506702,2016,283,192,.310,.235,0.075,.476,.357,0.119,.362,.293,0.069
Owings, Chris,572008,2016,466,354,.277,.259,0.018,.416,.371,0.045,.311,.293,0.018
Castillo, Welington,456078,2016,457,299,.264,.230,0.034,.423,.380,0.043,.319,.293,0.026
Kepler, Max,596146,2016,447,309,.235,.237,-0.002,.424,.347,0.077,.313,.293,0.020
Upton, B.J.,425834,2016,539,345,.238,.230,0.008,.402,.388,0.014,.297,.292,0.005
Travis, Devon,581527,2016,432,325,.300,.255,0.045,.454,.381,0.073,.337,.291,0.046
Herrera, Odúbel,546318,2016,656,453,.286,.232,0.054,.420,.349,0.071,.338,.291,0.047
